Accuracy,Precision,Recall,F1,ROC AUC,Model,Type
0.8440993788819876,0.10909090909090909,0.005896805896805897,0.011188811188811189,0.6848310023319354,Logistic Regression,CV Validation
0.8444099378881986,0.24,0.0075826639267700365,0.014672811059907833,0.6249027318370866,Random Forest,CV Validation
0.8444875776397515,0.33999999999999997,0.004187371567345414,0.008247197653532207,0.6227162388935408,XGBoost,CV Validation
0.8054426024397873,0.0,0.0,0.0,0.4667057582978664,Logistic Regression,Out-of-Sample Test
0.8054426024397873,0.0,0.0,0.0,0.514011939076716,Random Forest,Out-of-Sample Test
0.7979355645918048,0.21875,0.015005359056806002,0.028084252758274825,0.5684395952784802,XGBoost,Out-of-Sample Test
