pair,date,hedge_ratio,spread,spread_return,spread_momentum_5,spread_momentum_20,spread_zscore_20,spread_zscore_60,spread_percentile_60,spread_percentile_120,distance_from_mean_20,distance_from_mean_60,zscore_change,spread_volatility_20,spread_volatility_60,realized_volatility,vol_regime_high,vol_regime_low,vol_regime_medium,trend_bullish,trend_bearish,rolling_half_life,rolling_mean_reversion_speed,distance_from_equilibrium,rolling_correlation_20,rolling_correlation_60,rolling_beta,rolling_adf_statistic,rolling_adf_pvalue,rolling_skew,rolling_kurtosis,target
HD-MA,2022-07-11,0.7775562858941975,13.823320222664933,-0.9319553562081353,1.750202278225487,6.21407208522956,0.9463490977416068,1.1667231351462166,0.8,0.525,3.908763507463572,7.165678590368655,-0.1495409871940505,3.8617411677713314,5.470345444590614,61.303240545738625,0,1,0,1,0,8.655996227565142,0.08007711213558623,7.165678590368655,0.720028409855173,0.9068003114566673,0.550688950274691,-2.6487586397575074,0.08333264453067746,0.39806497655032247,0.9672463489029794,0.0
HD-MA,2022-07-12,0.7775562858941975,13.680243786767818,-0.1430764358971146,-1.8451770395986955,4.9059457339701,0.8373707486558168,1.1274140138391613,0.7833333333333333,0.525,3.5203897848679535,6.974193030951884,-0.03930912130705533,3.857585153191522,5.452641057136856,61.237265859598615,0,1,0,1,0,8.559345765368779,0.08098132726036464,6.974193030951884,0.6697747880198351,0.9075971066523735,0.5423311159177666,-2.377904929741274,0.1480699275524931,0.3755200548021846,1.00195661861565,0.0
HD-MA,2022-07-13,0.7775562858941975,15.1649055793591,1.4846617925912824,0.4666568021723947,0.5219832099861037,1.175694697761928,1.3188046018201887,0.9166666666666666,0.6083333333333333,4.978952416959931,8.262975625892727,0.19139058798102737,3.639632443785678,5.367774722111752,57.77737385963507,0,1,0,1,0,9.534628156426821,0.07269787234363503,8.262975625892727,0.6883921754988042,0.9045555430161978,0.5378063750406222,-2.6224232439303843,0.08845082873246274,0.3548289377692124,1.1565324554187288,0.0
HD-MA,2022-07-14,0.7775562858941975,15.993281618199319,0.8283760388402186,1.806048312060824,7.253530156413433,1.2342099273535536,1.398763434106079,0.9333333333333333,0.625,5.444651947979477,8.829687075853117,0.0799588322858904,3.3632165104406107,5.350623220554636,53.38940695135394,0,1,0,1,0,8.901620388960795,0.07786752863776812,8.829687075853117,0.7046884537629602,0.9018053992378638,0.5361152687778027,-3.203204045236806,0.019799963982109998,0.32429085736282454,1.1912989672689196,0.0
HD-MA,2022-07-15,0.7775562858941975,12.923679845414625,-3.0696017727846936,-1.8315957334584425,5.687694705218377,0.47843614062638573,0.8826692143540731,0.7333333333333333,0.5083333333333333,2.090665439933865,5.574386611883748,-0.516094219752006,3.426580418718479,5.365248010039606,54.39527781175602,0,1,0,1,0,7.3088090629116,0.09483722650209954,5.574386611883748,0.7654198775355552,0.8973225506557612,0.5342184170572152,-2.99449562903353,0.035411646528473395,0.36118405243575735,1.1673589865910166,0.0
HD-MA,2022-07-18,0.7775562858941975,14.691564328198154,1.7678844827835292,0.868244105533222,0.5450458868664896,0.8721013543042788,1.130522548234891,0.8333333333333334,0.5916666666666667,3.8312976283740703,7.219638403667584,0.24785333388081798,3.078449702053287,5.323176759922513,48.868874011523296,0,1,0,1,0,6.429613989009352,0.10780541129604305,7.219638403667584,0.8027736772113302,0.8908786146669819,0.5226377301191832,-3.3269798883147734,0.013714712544949763,0.3890840830449581,1.305323965132122,0.0
HD-MA,2022-07-19,0.7775562858941975,13.73001475596692,-0.9615495722312346,0.049770969199101955,3.5148019096363043,0.6072908028132267,0.9491595422237825,0.7333333333333333,0.5416666666666666,2.69400796066102,6.0902775386963075,-0.18136300601110855,2.946244485689673,5.301883530712451,46.77018126438164,0,1,0,1,0,6.462454957304752,0.10725756467771669,6.0902775386963075,0.8365154808866802,0.8831579980943286,0.5196910715369517,-3.1727540225865636,0.021616950329283107,0.3736245730474782,1.3584686167802074,0.0
HD-MA,2022-07-20,0.7775562858941975,15.298295621297598,1.568280865330678,0.13339004193849746,11.56781064989002,0.8812725397455542,1.1544141386369005,0.9,0.6416666666666667,3.6838982934971973,7.478080592341644,0.20525459641311794,2.5053790924628703,5.30434686689495,39.77166011158472,0,1,0,1,0,6.471973848500317,0.10709981170899834,7.478080592341644,0.8729688089781962,0.8774337428677061,0.5216951371237167,-3.0551533688351733,0.0300550175645064,0.3659852172072132,1.3463913600245496,1.0
HD-MA,2022-07-21,0.7775562858941975,13.456644166045123,-1.8416514552524745,-2.5366374521541957,8.977167011016064,0.3626682496746873,0.8466937821028738,0.6833333333333333,0.525,1.3933884876939189,5.516082948326467,-0.30772035653402663,2.562415494041353,5.306515092086495,40.67708491711278,0,1,0,1,0,7.722673975956558,0.08975481584720008,5.516082948326467,0.8982459508783806,0.8728473809894348,0.5237915404794845,-2.5253571074619052,0.10942592816387875,0.3992674008987418,1.3577931536161252,1.0
HD-MA,2022-07-22,0.7775562858941975,17.21324214872277,3.756597982677647,4.289562303308145,7.343279337925793,1.2046934572988806,1.3816736324182088,0.9666666666666667,0.7,4.782822503475277,9.147483926048784,0.534979850315335,2.4185845329973055,5.309756891065668,38.39383919458897,0,1,0,1,0,7.716428447385547,0.08982746166651684,9.147483926048784,0.9104979549488461,0.866404880958539,0.5270032680586249,-2.492305049870165,0.11735783308996828,0.39694819932459985,1.3463861756974407,1.0
HD-MA,2022-07-25,0.7775562858941975,16.562343170349607,-0.6508989783731636,1.8707788421514522,10.233432366186264,0.953168641818248,1.2452367811010625,0.9333333333333333,0.6916666666666667,3.6202519067927987,8.186008939369303,-0.13643685131714633,2.2534899549045697,5.076325369609603,35.77304401595791,0,1,0,1,0,7.768313449282627,0.0892274990041699,8.186008939369303,0.9355466789683102,0.8617550108623842,0.5380341858357599,-2.451403447250141,0.12775038868584027,0.5666248912903785,1.5701328036361555,1.0
HD-MA,2022-07-26,0.7775562858941975,11.54587334578315,-5.016469824566457,-2.18414141018377,4.230859944219532,-0.4491248642886531,0.4560755913660732,0.6,0.5,-1.6077609149846346,2.8771337760125437,-0.7891611897349893,2.5651494450640104,5.093669652044286,40.720485044128274,0,1,0,1,0,7.538812119259106,0.09194381947643841,2.8771337760125437,0.942907005927483,0.856079704509507,0.552724246297601,-2.5015285217030634,0.11510286175355544,0.5619617447283956,1.528013468775217,1.0
HD-MA,2022-07-27,0.7775562858941975,10.696345713414019,-0.8495276323691314,-4.601949907883579,6.777981792176718,-0.957808829404333,0.29221638110337533,0.5833333333333334,0.49166666666666664,-2.7961876369625998,1.773829591750518,-0.16385921026269784,2.4365880834015634,5.093390114655448,38.67963669710427,0,1,0,1,0,7.6180144269068295,0.09098790599709936,1.773829591750518,0.9505019155284851,0.8605685516772908,0.568708192174798,-2.4539025366960474,0.1270968528800211,0.5851783099426631,1.5476524758236172,0.0
HD-MA,2022-07-28,0.7775562858941975,4.371026155594336,-6.325319557819682,-9.085618010450787,0.33576215655139663,-3.192391378608195,-0.7484067538678983,0.3,0.275,-9.138295302609851,-4.54602665148683,-1.0406231349712738,2.8570290531758427,5.024197380458784,45.35393017913767,0,1,0,1,0,7.505917309352533,0.0923467648246363,-4.54602665148683,0.9456734288957077,0.8577842723022049,0.566607054668914,-2.4635776424448355,0.12458960097609562,0.6306385287678128,1.7980010430576383,0.0
HD-MA,2022-07-29,0.7775562858941975,4.542889585316402,0.17186342972206603,-12.670352563406368,-5.253462687985689,-2.552516133664046,-0.7231818997985394,0.31666666666666665,0.30833333333333335,-8.7037587384885,-4.386007799081433,0.025224854069358926,2.5189260184115376,5.022969101324532,39.98671089412221,0,1,0,1,0,7.21658134940027,0.09604924367928713,-4.386007799081433,0.9278221692000556,0.8567320170223433,0.5667535826377084,-2.5544653833225843,0.10277819263341564,0.6204966536436578,1.7936037056817014,0.0
HD-MA,2022-08-01,0.7775562858941975,11.449578395868286,6.906688810551884,-5.11276477448132,-0.6235395485711592,-0.5157412764565334,0.39886544148402875,0.5833333333333334,0.525,-1.7658929505080607,2.413771685635954,1.1220473412825682,2.9418394646098713,5.09928734051603,46.700253722598724,0,1,0,1,0,6.5220524562672555,0.10627746176648384,2.413771685635954,0.9292902844377896,0.8476929515494895,0.566332426155855,-2.8083843413931606,0.057086069345629306,0.5783073508549449,1.517914915975218,0.0
HD-MA,2022-08-02,0.7775562858941975,7.968228963598733,-3.4813494322695533,-3.577644382184417,-7.55719186276778,-1.364143287453312,-0.19540435703894038,0.45,0.425,-4.869382789639223,-1.1686517990272023,-0.5942697985229691,2.918175805389792,5.1032544343619595,46.32460477816206,0,1,0,1,0,6.511375501454052,0.1064517290402249,-1.1686517990272023,0.9189509125070333,0.8501553160166652,0.5730867164699434,-2.760579819409353,0.06412901467870516,0.5788926185240837,1.5077593014380575,0.0
HD-MA,2022-08-03,0.7775562858941975,9.219931266879769,1.2517023032810357,-1.4764144465342497,-5.478317510306937,-0.9214113595876855,-0.0054226009566750435,0.5,0.475,-3.343764610842843,-0.03206494723234954,0.18998175608226534,2.9382840942732735,5.105275281499981,46.64381396822248,0,1,0,1,0,6.511019393087608,0.1064575512239791,-0.03206494723234954,0.9156090475445184,0.8565641682245341,0.5826652747888023,-2.722084545434328,0.07029402175065899,0.5698666753103143,1.493663517293406,0.0
HD-MA,2022-08-04,0.7775562858941975,8.472084164714431,-0.7478471021653377,4.101058009120095,-5.715149141424064,-1.023545812946133,-0.10400299367090782,0.4666666666666667,0.4583333333333333,-3.8058542559369766,-0.5995709999915171,-0.09858039271423277,2.9397667745198337,4.600781847941604,46.66735078745984,0,1,0,1,0,6.408637601037264,0.1081582738346379,-0.5995709999915171,0.9150248408153557,0.8679728950198465,0.592736704037588,-2.734891168102949,0.06819271828746067,0.11454369330261918,0.5117080334246349,0.0
HD-MA,2022-08-05,0.7775562858941975,9.667779750921682,1.1956955862072505,5.124890165605279,-5.087495827951386,-0.6343111860901071,0.12327319028946418,0.5333333333333333,0.49166666666666664,-2.355783878332158,0.7018269519140237,0.227276183960372,2.952682783589145,4.585902265155327,46.87238607503295,0,1,0,1,0,6.376720865219467,0.10869962716112858,0.7018269519140237,0.913718836019351,0.8748607963269405,0.6038768980248643,-2.718421115591461,0.07090449574846779,0.07104870686168648,0.549091009583358,0.0
HD-MA,2022-08-08,0.7775562858941975,15.807886904145676,6.140107153223994,4.358308508277389,1.984566681480743,0.9722517633151279,1.1657574499891965,0.9166666666666666,0.7416666666666667,3.6850949408178,6.7150257347341835,1.0424842596997324,3.2733208415355377,4.541906894135931,51.96235744816619,0,1,0,1,0,6.427812321074354,0.10783562835015874,6.7150257347341835,0.8935358613275547,0.8732694109250746,0.6124147276238187,-2.6599657585806518,0.08122580949175162,0.04544140219906634,0.5786910463413824,0.0
HD-MA,2022-08-09,0.7775562858941975,13.936481290475456,-1.8714056136702197,5.968252326876723,0.25623750370763787,0.4743847413724048,0.8636468987014303,0.7333333333333333,0.6416666666666667,1.8008774519621973,4.9077981137102995,-0.3021105512877662,3.302736407476157,4.374980888738416,52.429315081084795,0,1,0,1,0,6.520424881733688,0.10630398986755098,4.9077981137102995,0.8650528161018902,0.8758221912721164,0.6241329668681402,-2.6076887997470024,0.09141853881587253,0.0071615859804296566,0.7606830325337525,0.0
HD-MA,2022-08-10,0.7775562858941975,14.525761806013179,0.5892805155377232,5.30583053913341,-0.6391437733459213,0.6421288781956522,0.9685710085594692,0.7833333333333333,0.675,2.4221151561672176,5.500611375721428,0.1049241098580389,3.2877698112252545,4.358085396660833,52.19172773116679,0,1,0,1,0,6.291238845042755,0.11017658010331584,5.500611375721428,0.8247568586763945,0.8787126788663022,0.6350382940666803,-2.7085137881266976,0.07257656346702762,-0.030249326828441978,0.8182118195271012,0.0
HD-MA,2022-08-11,0.7775562858941975,15.845776446677405,1.3200146406642261,7.373692281962974,-0.14750517152191378,0.9961124584581653,1.2101007814219025,0.95,0.7666666666666667,3.749505055407539,6.840399825496437,0.24152977286243327,3.2963675816977624,4.351186643690269,52.32821310616602,0,1,0,1,0,6.108230940616097,0.11347756613963782,6.840399825496437,0.7551516734365976,0.8815615734791802,0.6470877166109046,-2.7738993296422003,0.06209986840185873,-0.020898980086435894,0.8417682321404365,0.0
HD-MA,2022-08-12,0.7775562858941975,16.85766029963105,1.0118838529536447,7.189880548709368,3.9339804542164245,1.1675513837857256,1.371354257181348,0.9833333333333333,0.8083333333333333,4.564689885650363,7.814343071916905,0.16125347575944549,3.222319180392234,4.3413470899490445,51.152731177147984,0,1,0,1,0,7.869007334793119,0.08808572048156167,7.814343071916905,0.6984755468503261,0.8829189247265914,0.6582440254619709,-2.337274872490481,0.16022767291240592,-0.058986834506232044,0.8785576682956501,0.0
HD-MA,2022-08-15,0.7775562858941975,12.284549675846506,-4.573110623784544,-3.5233372282991695,-2.4070146523516485,0.02893191349822572,0.5451221884749906,0.6333333333333333,0.575,0.11192999448340046,3.079558966637004,-0.8262320687063573,3.3682380719155818,4.091106076087638,53.46912176848992,0,1,0,1,0,7.686775869045169,0.09017398092108625,3.079558966637004,0.6454067318438053,0.8887728981633837,0.6652622461476861,-2.3849451352990076,0.14603069458720153,0.25688291616530246,0.5464604603401767,0.0
HD-MA,2022-08-16,0.7775562858941975,24.42412785326809,12.139578177421583,10.487646562792634,10.69411309730117,2.4735021511205826,2.499708206162939,1.0,0.8583333333333333,11.716802517039927,14.940537880770597,1.9545860176879486,4.33208221752628,4.328691614279161,68.76967323995854,0,1,0,1,0,7.548460092337994,0.09182630259428927,14.940537880770597,0.657991154591828,0.882534258204699,0.6876920271714639,-2.369423001536318,0.15055313735444148,0.47808484186849676,0.8050856055696646,0.0
HD-MA,2022-08-17,0.7775562858941975,25.932088273940565,1.5079604206724753,11.406326467927386,10.633792652642967,2.28001682884277,2.5530215840678205,1.0,0.8583333333333333,12.693073305080253,16.086083183577323,0.05331337790488133,4.331345698536708,4.30248180714408,68.75798136346482,0,1,0,1,0,7.795879678423506,0.08891199058373801,16.086083183577323,0.6410818145251775,0.8762041495773695,0.705086201647428,-2.29427145671285,0.1738221977312241,0.4388949310750655,0.8521514683973588,0.0
HD-MA,2022-08-18,0.7775562858941975,23.888619918847155,-2.0434683550934096,8.04284347216975,10.431975752802032,1.6724442358973006,2.1840219318444793,0.9666666666666667,0.8416666666666667,10.128006162346741,13.541798797095991,-0.3689996522233412,4.337396805286425,4.079934032384381,68.85403970516356,0,1,0,1,0,7.921693009459017,0.08749987909557748,13.541798797095991,0.6614214122095146,0.8861145176209374,0.7310424287225219,-2.2718718775899305,0.1812003645370469,0.7229481104026071,0.8002121617124228,0.0
HD-MA,2022-08-19,0.7775562858941975,22.694688409405387,-1.193931509441768,5.837028109774337,5.481446260682617,1.3664119621163147,1.9070347666451635,0.95,0.8333333333333334,8.660002339870843,11.993333486838491,-0.2769871651993159,4.283994982424724,3.9777703018453003,68.00631204806605,0,1,0,1,0,8.150457976397288,0.08504395490010663,11.993333486838491,0.6720406624692098,0.8872200272014736,0.7433675001607153,-2.3132887295662874,0.16771790397668174,0.7939615658379962,1.1509455653215623,0.0
HD-MA,2022-08-22,0.7775562858941975,21.082206845614394,-1.6124815637909933,8.797657169767888,4.519863675264787,1.0477145130692171,1.5870314624765942,0.9333333333333333,0.8333333333333334,6.82152759231661,10.086752688422369,-0.32000330416856926,4.300287192160733,3.9796820238717947,68.26494285968116,0,1,0,1,0,7.588735143710436,0.09133896063488624,10.086752688422369,0.635108918303044,0.8865630593126573,0.749314803348153,-2.506351198795138,0.1139366473922494,0.8365624339029993,1.1960730849103034,0.0
HD-MA,2022-08-23,0.7775562858941975,19.768418003636327,-1.3137888419780666,-4.655709849631762,8.222544657853177,0.7734388765269652,1.3311501197276547,0.9166666666666666,0.825,5.096611517445885,8.574952838147913,-0.2558813427489395,4.139405924426207,3.9470683786782215,65.71103190947503,0,1,0,1,0,7.4228233602672615,0.0933805301457407,8.574952838147913,0.5482137578535091,0.8839824174110734,0.7518492482181085,-2.539071087990462,0.10625494693142606,0.9113633536696084,1.4102580489975989,0.0
HD-MA,2022-08-24,0.7775562858941975,21.765517560589217,1.9970995569528895,-4.166570713351348,11.069171847175198,0.9758708109242558,1.5741258907127555,0.9333333333333333,0.85,6.540252482040014,10.325981375923478,0.24297577098510081,4.14271611856882,3.951192794790653,65.7635796124312,0,1,0,1,0,6.702004983360888,0.10342385335147114,10.325981375923478,0.454844708640065,0.8795312313359747,0.7565410825812334,-2.8289999166845767,0.054249249641157744,0.8727796885584772,1.3454838160726996,0.0
HD-MA,2022-08-25,0.7775562858941975,19.51212948328316,-2.253388077306056,-4.376490435563994,15.141103327688825,0.5646466105381001,1.1934415003853904,0.8833333333333333,0.825,3.529809238349518,7.776979700168109,-0.3806843903273651,3.878494064985888,3.89971888977064,61.569184544355885,0,1,0,1,0,5.347379930776163,0.12962370161331255,7.776979700168109,0.48365373363125835,0.8823996121994563,0.7708067998753511,-3.6431000622957654,0.004988537567954176,0.912194059727015,1.467794646606382,0.0
HD-MA,2022-08-26,0.7775562858941975,18.5593814529787,-0.9527480303044626,-4.135306956426689,14.016491867662296,0.33154730220704115,1.0222219779422554,0.8666666666666667,0.8166666666666667,1.8762366146619414,6.49930244276805,-0.17121952244313499,3.895539609175392,3.8833054912420133,61.839774169679025,0,1,0,1,0,5.468384801578983,0.12675537763176445,6.49930244276805,0.6384236258469901,0.8884102925313413,0.7828656274127908,-3.391100946590515,0.011266006553735837,0.9079415201401402,1.5102444369977484,0.0
HD-MA,2022-08-29,0.7775562858941975,18.9258985486004,0.36651709562170254,-2.156308297013993,7.476320152732114,0.3373034431925345,1.0477815328993163,0.8666666666666667,0.825,1.8689377026470382,6.5901046895003965,0.02555955495706086,3.611310205484679,3.8633727752852685,57.32777226493216,0,1,0,1,0,5.937959080459327,0.11673155223331841,6.5901046895003965,0.7176092529974312,0.8903907242072363,0.7953292021557584,-3.014040495637682,0.03360383668778973,0.953439218870552,1.651492305609853,0.0
HD-MA,2022-08-30,0.7775562858941975,17.17006167638249,-1.7558368722179125,-2.598356327253839,9.201832712783755,-0.06787983427346839,0.7418431223620837,0.8166666666666667,0.7916666666666666,-0.3469908052100621,4.642402721302746,-0.3059384105372326,3.534148581635135,3.851748573508735,56.10286946014933,0,1,0,1,0,5.338718975997973,0.1298339889543211,4.642402721302746,0.8001319717030466,0.891161730657131,0.8016432427604168,-3.307518068165106,0.014545743094735244,1.0188157483694686,1.7961688162950276,0.0
HD-MA,2022-08-31,0.7775562858941975,17.24216209447684,0.07210041809435097,-4.523355466112378,8.02223082759707,-0.14301596775659764,0.7269285640410262,0.8333333333333334,0.8083333333333333,-0.6760019284955661,4.47405584972387,-0.01491455832105748,3.530083005210097,3.831151098235878,56.03833043520867,0,1,0,1,0,5.095413519670195,0.1360335481868427,4.47405584972387,0.8643036245740193,0.8951946323880661,0.8138016616685186,-3.360589642319344,0.012378018955130882,1.004693912347667,1.8405963272590113,0.0
HD-MA,2022-09-01,0.7775562858941975,21.101720900718533,3.8595588062416937,1.589591417435372,12.629636736004102,0.6055860994229142,1.3399321309032945,0.9166666666666666,0.8916666666666667,2.5520750409459225,7.947631762530765,0.6130035668622683,3.6007862921195257,3.7993521198118705,57.16071031943185,0,1,0,1,0,4.953701238219881,0.1399251079600894,7.947631762530765,0.9035024193780192,0.9043967563995873,0.8387647231596628,-3.3367410427946655,0.01331392954313094,0.9690833671664641,1.7953303484845262,0.0
HD-MA,2022-09-02,0.7775562858941975,21.80212705764231,0.7004061569237763,3.242745604663611,12.134347306720628,0.7128101437605443,1.476691970297759,0.9333333333333333,0.9083333333333333,2.6457638325336674,8.207533735874856,0.13675983939446446,3.5984040638999972,3.7796220701050482,57.122893618821415,0,1,0,1,0,4.379790903117752,0.15826033614219548,8.207533735874856,0.9330056347375396,0.9195556934867911,0.8684682319668217,-3.7222579417846333,0.0038107487010552053,0.9479732990735473,1.8326412175700812,1.0
HD-MA,2022-09-06,0.7775562858941975,18.487382604650946,-3.3147444529913628,-0.43851594394945437,2.679495700505271,-0.2210771262034188,0.8509273633136939,0.8,0.8333333333333334,-0.8029554054829582,4.711487041763233,-0.6257646069840651,3.4512505257466763,3.478144102752517,54.78690361983976,0,1,0,1,0,4.341856931082509,0.15964302637377098,4.711487041763233,0.942479471911,0.9204631478920832,0.8706291810127795,-3.5998177081079166,0.005764513737428248,0.7419944059461342,1.5436478558073858,1.0
HD-MA,2022-09-07,0.7775562858941975,22.29040855747428,3.803025952823333,5.120346881091791,8.353927266998824,0.7463083628278846,1.479037668151173,0.9333333333333333,0.925,2.5823741839904315,8.28924448617529,0.6281103048374791,3.510449820375962,3.5073405801599806,55.72666328811695,0,1,0,1,0,3.89649371382524,0.1778899778794904,8.28924448617529,0.9490449616953658,0.9175721114390464,0.8655721783916862,-3.9154262812953,0.0019242061661242102,0.7036316364891579,1.3714288615825272,1.0
HD-MA,2022-09-08,0.7775562858941975,23.411090702055645,1.120682144581366,6.168928607578806,8.885328896042466,0.9792980024140078,1.6155013540464607,0.95,0.9416666666666667,3.2587898837696727,9.263790491878613,0.13646368589528768,3.513826294937868,3.430578899749059,55.78026316011058,0,1,0,1,0,3.519776180475637,0.1969293344289518,9.263790491878613,0.9532629305794087,0.9121750887594189,0.8639982749180213,-4.18593601035171,0.0006959650255531849,0.7457888845209775,1.7234976854956703,1.0
HD-MA,2022-09-09,0.7775562858941975,18.897480495141053,-4.513610206914592,-2.2042404055774796,3.051704048463648,-0.4416358008943321,0.800589474923013,0.7833333333333333,0.85,-1.4074055255681017,4.580884801074767,-0.8149118791234476,3.675699549866639,3.393539132053279,58.349921418835116,0,1,0,1,0,3.501237501946994,0.1979720542164006,4.580884801074767,0.9579556951387799,0.9100609336540618,0.8592936739465699,-3.9977999654147562,0.0014220751931057053,0.803221095961594,1.7936328057788145,1.0
HD-MA,2022-09-12,0.7775562858941975,14.903309883962436,-3.9941706111786175,-6.898817173679873,-1.954350415668614,-1.595129679466025,0.08128049758958637,0.55,0.7,-5.303858615963286,0.458925444166713,-0.7193089773334267,3.7829864071632087,3.42939019179426,60.05304747894951,0,1,0,1,0,3.323075613992665,0.20858603928278693,0.458925444166713,0.9546268568240122,0.9100722797788585,0.8538123957103168,-4.063825870924132,0.0011108101054698011,0.7865171656571137,1.6692433275774026,0.0
