Date,AAPL,AMZN,BAC,CVX,DIS,GOOGL,GS,HD,JPM,KO,LOW,MA,META,MSFT,NFLX,NVDA,PEP,V,WFC,XOM
2023-08-29,181.81964111328125,134.91000366210938,27.20033836364746,142.3302764892578,82.4581527709961,133.46688842773438,309.98504638671875,307.5589904785156,139.88636779785156,55.745487213134766,214.54815673828125,405.0497741699219,295.6697082519531,321.49822998046875,42.999000549316406,48.74589157104492,164.66358947753906,240.25367736816406,39.27566909790039,100.14855194091797
2023-08-30,185.30555725097656,135.07000732421875,27.079118728637695,142.52601623535156,82.34091186523438,134.7661895751953,308.83831787109375,310.6976318359375,139.32217407226562,55.71784973144531,218.2438201904297,407.2735595703125,292.80224609375,321.8702392578125,43.46699905395508,49.22551727294922,164.8000946044922,241.12522888183594,38.84551239013672,101.12440490722656
2023-08-31,185.5227813720703,138.00999450683594,26.95688247680664,143.34463500976562,81.75473022460938,135.05380249023438,308.0205383300781,310.38751220703125,137.601318359375,55.12813949584961,218.40493774414062,406.02392578125,293.5860900878906,320.8619384765625,43.36800003051758,49.316444396972656,163.0633087158203,240.5866241455078,38.61173629760742,101.40713500976562
2023-09-01,187.0929412841797,138.1199951171875,27.24835968017578,146.1919403076172,79.76165771484375,134.5479736328125,307.729248046875,312.9999084472656,138.0621337890625,54.64900588989258,220.32858276367188,408.906982421875,294.07232666015625,321.7430114746094,43.987998962402344,48.471107482910156,160.68043518066406,242.96621704101562,38.9483757019043,103.5321273803711
2023-09-05,187.3299560546875,137.27000427246094,26.93807601928711,148.1138916015625,79.32201385498047,134.6570587158203,304.29852294921875,308.0194091796875,136.53872680664062,54.197513580322266,218.35757446289062,404.9022216796875,297.8128967285156,326.5300598144531,44.86800003051758,48.51008605957031,159.6173095703125,240.25367736816406,38.84551239013672,103.541259765625
2023-09-06,180.624755859375,135.36000061035156,26.693613052368164,148.26513671875,79.11685180664062,133.35780334472656,301.8359680175781,306.34674072265625,136.3130645751953,54.160648345947266,217.58050537109375,406.55523681640625,296.840576171875,325.8741149902344,44.57600021362305,47.02811813354492,160.13967895507812,241.05667114257812,38.3592414855957,104.43504333496094
2023-09-07,175.3416290283203,137.85000610351562,26.449148178100586,148.2740478515625,78.71627044677734,134.15121459960938,302.6160583496094,308.6208801269531,135.14700317382812,53.74601745605469,221.37095642089844,407.9721374511719,296.3444519042969,322.9667053222656,44.31399917602539,46.20868682861328,161.6702117919922,242.01634216308594,37.80751419067383,103.92430877685547
2023-09-08,175.953857421875,138.22999572753906,26.6654109954834,148.78121948242188,79.70303344726562,135.2620391845703,305.9621887207031,308.893310546875,135.25047302246094,53.74601745605469,219.17251586914062,408.1885681152344,295.570556640625,327.23486328125,44.279998779296875,45.540157318115234,161.55108642578125,242.1632537841797,38.340538024902344,105.4382553100586
2023-09-11,177.11912536621094,143.10000610351562,26.778236389160156,145.7114715576172,80.62139892578125,135.7976531982422,305.14447021484375,308.5738525390625,135.84288024902344,54.2527961730957,219.76002502441406,410.00897216796875,305.16522216796875,330.82769775390625,44.5359992980957,45.14643096923828,163.98898315429688,242.09469604492188,38.649131774902344,104.1158218383789
2023-09-12,174.09735107421875,141.22999572753906,27.238956451416016,148.42527770996094,81.75473022460938,134.23056030273438,311.0189514160156,306.6098327636719,137.61073303222656,53.718379974365234,218.36705017089844,409.5956726074219,299.3111877441406,324.78753662109375,43.46900177001953,44.83864212036133,163.38409423828125,242.17303466796875,39.7806396484375,107.15283203125
